riskScore,failedLoginCount,contentLength,headerCount,hasAuthHeader,isLocalIP,isPrivateIP,requestFrequency,isAuthEndpoint,isSensitiveEndpoint,label
-0.4906028803861062,-0.590118363457816,-0.42081975980630576,0.7974882089686197,-0.8356850873489315,1.2105714496526023,1.2926485102069203,-0.3935341623579132,0.7888746204402964,-0.49999999999999994,0
-0.6509376053369014,-0.3033190033014124,-0.41727715197329834,0.0469346178951289,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.4788735738940873,0.7888746204402964,-0.49999999999999994,0
-0.16993343048451606,-0.3033190033014124,-0.44986914403696676,0.29711914825295915,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.5002084267781308,-1.2676285611037503,-0.49999999999999994,0
-0.06304361385065266,-0.590118363457816,-0.4217054117645576,1.2978572696842803,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.4575387210100438,0.7888746204402964,-0.49999999999999994,0
-0.27682324711837947,-0.590118363457816,-0.38636789863030846,-0.20324991246270138,1.1966230044529447,1.2105714496526023,-0.7736055022721724,-0.4788735738940873,-1.2676285611037503,-0.49999999999999994,0
-0.43715797206917456,-0.590118363457816,-0.468556400356081,-0.20324991246270138,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.3935341623579132,0.7888746204402964,-0.49999999999999994,0
-0.16993343048451606,-0.3033190033014124,-0.43676149505483924,0.0469346178951289,-0.8356850873489315,-0.8260561574345483,1.2926485102069203,-0.3721993094738697,-1.2676285611037503,-0.49999999999999994,0
-0.5974926970199697,-0.590118363457816,-0.44685792737891045,0.0469346178951289,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.41486901524195674,0.7888746204402964,-0.49999999999999994,0
-0.4906028803861062,-0.590118363457816,-0.424273802443488,0.0469346178951289,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.4788735738940873,-1.2676285611037503,-0.49999999999999994,0
-0.33026815543531113,-0.3033190033014124,-0.43747001662144075,0.5473036786107894,-0.8356850873489315,-0.8260561574345483,-0.7736055022721724,-0.41486901524195674,-1.2676285611037503,-0.49999999999999994,0
-0.7043825136538331,-0.590118363457816,-0.3746772927813839,0.5473036786107894,-0.8356850873489315,-0.8260561574345483,1.2926485102069203,-0.5002084267781308,0.7888746204402964,-0.49999999999999994,0
-0.4906028803861062,-0.590118363457816,-0.3930988535130226,0.7974882089686197,-0.8356850873489315,1.2105714496526023,-0.7736055022721724,-0.3935341623579132,-1.2676285611037503,-0.49999999999999994,0
-0.27682324711837947,-0.590118363457816,-0.45243753471589715,0.5473036786107894,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.3935341623579132,0.7888746204402964,-0.49999999999999994,0
-0.27682324711837947,-0.3033190033014124,-0.438089972992217,1.04767273932645,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.4575387210100438,0.7888746204402964,-0.49999999999999994,0
-0.43715797206917456,-0.3033190033014124,-0.4054979809285486,1.04767273932645,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.3721993094738697,-1.2676285611037503,-0.49999999999999994,0
-0.5974926970199697,-0.3033190033014124,-0.4525260999117223,-0.45343444282053164,1.1966230044529447,1.2105714496526023,-0.7736055022721724,-0.4575387210100438,-1.2676285611037503,-0.49999999999999994,0
-0.6509376053369014,-0.3033190033014124,-0.46439383615229723,1.2978572696842803,1.1966230044529447,-0.8260561574345483,1.2926485102069203,-0.3935341623579132,0.7888746204402964,-0.49999999999999994,0
-0.43715797206917456,-0.3033190033014124,-0.41577154364427016,0.7974882089686197,1.1966230044529447,-0.8260561574345483,1.2926485102069203,-0.4575387210100438,0.7888746204402964,-0.49999999999999994,0
-0.43715797206917456,-0.3033190033014124,-0.4178971083440746,1.2978572696842803,-0.8356850873489315,-0.8260561574345483,1.2926485102069203,-0.43620386812600026,0.7888746204402964,-0.49999999999999994,0
-0.7043825136538331,-0.3033190033014124,-0.40213250348719154,-0.20324991246270138,-0.8356850873489315,1.2105714496526023,1.2926485102069203,-0.3935341623579132,-1.2676285611037503,-0.49999999999999994,0
-0.5440477887030379,-0.590118363457816,-0.3827367256014758,0.29711914825295915,1.1966230044529447,1.2105714496526023,1.2926485102069203,-0.4788735738940873,0.7888746204402964,-0.49999999999999994,0
-0.5974926970199697,-0.590118363457816,-0.4111661534613605,-0.45343444282053164,1.1966230044529447,1.2105714496526023,-0.7736055022721724,-0.43620386812600026,-1.2676285611037503,-0.49999999999999994,0
-0.7578274219707647,-0.3033190033014124,-0.4662537052646262,-0.20324991246270138,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.4788735738940873,-1.2676285611037503,-0.49999999999999994,0
-0.43715797206917456,-0.590118363457816,-0.3783970310060417,-0.20324991246270138,1.1966230044529447,1.2105714496526023,-0.7736055022721724,-0.43620386812600026,0.7888746204402964,-0.49999999999999994,0
-0.22337833880144775,-0.590118363457816,-0.3933645491004981,0.7974882089686197,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.4788735738940873,0.7888746204402964,-0.49999999999999994,0
-0.11648852216758436,-0.3033190033014124,-0.4318018440886288,0.0469346178951289,-0.8356850873489315,-0.8260561574345483,1.2926485102069203,-0.3935341623579132,-1.2676285611037503,-0.49999999999999994,0
-0.5440477887030379,-0.590118363457816,-0.46554518369802467,0.0469346178951289,-0.8356850873489315,-0.8260561574345483,-0.7736055022721724,-0.5215432796621743,-1.2676285611037503,-0.49999999999999994,0
-0.7578274219707647,-0.590118363457816,-0.37680285748118836,1.2978572696842803,1.1966230044529447,-0.8260561574345483,-0.7736055022721724,-0.3508644565898261,-1.2676285611037503,-0.49999999999999994,0
-0.22337833880144775,-0.590118363457816,-0.3817625084473988,-0.45343444282053164,-0.8356850873489315,-0.8260561574345483,-0.7736055022721724,-0.3508644565898261,-1.2676285611037503,-0.49999999999999994,0
